剧本ID,剧本文件名,剧目名称,剧目别名,全本出处,是否折子戏,时代背景,故事地点,主题关键词,主题分类,选材来源,具体来源,剧本形态,主要行当,角色-行当映射,主角,主要唱腔声腔,主要板式,唱法备注,剧情简介,备注
hanju_0125,杨戬打刀.pdf,杨戬打刀,毛国贞打铁,,否,商周,铁匠铺；煤山洞；牛魔王洞,打刀救母；刁难；招牌；神仙相助,神魔；孝义,民间传说；戏曲传统,汉剧传统剧本“列国戏”之一,整理本,五丑；八贴；七小；九夫；十杂,毛国贞（五丑）；毛妻（八贴）；杨戬（七小）；妖怪（九夫）；牛魔王（十杂）；童子（八贴）；假拐李（五丑）；铁匠（五丑）,毛国贞；杨戬,二黄,摇板；原板；二流,念；唱,铁匠毛国贞因招牌“毛国贞打铁件件皆通”而自夸。二郎神杨戬为救母前来打一把三尖两面七星八卦九扣连环刀。毛国贞夫妇为顾全招牌，先后以需要煤山金炭、牛魔王金角、一百两银子和一百年期限刁难杨戬。杨戬一一办到，并限三天交刀。毛国贞无奈求助炉头祖师，祖师化身铁匠相助，最终打成宝刀。杨戬付银取刀，毛国贞决定改行开药店。,文件夹: 商周 | 页数: 18
hanju_0126,桃木剑.pdf,桃木剑,,封神榜,是,商朝,朝歌,斩妖除邪；妖狐惑君；献剑驱妖,神魔；权斗,古典文学；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一折,整理本,三生；二净；四旦,云中子（三生）；纣王（二净）；妲己（四旦）,云中子；纣王；妲己,西皮,慢西皮垛子；西皮摇板；西皮一字板；西皮导板,引；诗；念,道士云中子在山中采药，见妖风掠过，知是妖狐化身苏妲己搅乱商朝。于是前往朝歌见纣王，说明宫中有妖，献桃木剑悬挂宫门以斩妖驱邪。苏妲己诈称患病，迷惑纣王，将桃木剑摘下用火焚毁。,文件夹: 商周 | 页数: 8
hanju_0127,桑园逼封.pdf,桑园逼封,,钟无盐,是,战国,桑园,访贤；逼封；貌丑才高,求贤；权斗,历史演义；民间传说,汉剧传统剧本“列国戏”《钟无盐》系列故事之一；刘向《列女传》；元郑光祖杂剧《丑齐后无艳连环》（又名《智勇定齐》）,整理本,二净；一末；跷旦,齐宣王（二净）；晏平仲（一末）；钟离春（跷旦）,齐宣王；钟离春,二黄,摇板；二流；平板,引；诗；念,齐宣王夜梦金钟托梁，晏平仲断言将得贤臣良将，遂相偕出猎访贤。宣王箭中白兔，追至桑园，遇丑女钟离春采桑。宣王笑其貌丑，离春反唇相讥，历数宣王三丑，并展示才学，逼宣王封其为正宫。宣王无奈，以蓝田玉带为聘，约定五月五日迎娶。离春以半边枣木梳为回聘，言其可压定十一国。宣王惧而回朝。,文件夹: 商周 | 页数: 22
hanju_0128,楚皇宫.pdf,楚皇宫,楚宫抚琴,,是,春秋时期,楚宫,父纳子妻；抚琴诉衷；赠玉环,权斗；孝义；情爱,历史演义；戏曲传统,汉剧传统剧本“列国戏”系列,整理本,四旦；五丑；七小,无祥公主（四旦）；楚平王（五丑）；芊建（七小）,无祥公主；芊建；楚平王,西皮,散板；数板；摇板；慢板；垛子,引；诗；念；叫头,楚平王强纳太子芊建之妻无祥公主为妃。一日平王外出，无祥在宫中抚琴，太子芊建前来问安，二人互诉衷曲，约定平王死后成婚，并以九龙玉环为信。平王回宫遇见芊建，入宫责问无祥，无祥反责平王父纳子妻，欲碰宫寻死，平王只得赔礼了事。,文件夹: 商周 | 页数: 14
hanju_0129,武昭关.pdf,武昭关,,伍子胥系列,是,春秋时期,郑国；鱼禅寺,忠君护主；托孤；突围,征战；权斗,历史演义；戏曲传统,汉剧传统剧本“列国戏”《伍子胥》系列故事之一折,整理本,三生；四旦；十杂,伍员（三生）；马昭仪（四旦）；卞庄（十杂）,伍员；马昭仪,二黄；西皮,导板；二流；散板,诗；念；叫头；导板；哭头,伍员保护马昭仪母子逃出郑国，被郑将卞庄围困在鱼禅寺。马昭仪将幼主托付给伍员后跳井自杀，伍员怀抱孤儿突围逃走。,文件夹: 商周 | 页数: 6
hanju_0130,武王伐纣.pdf,武王伐纣,,封神榜,是,商周时期,首阳山；朝歌,拦马阻谏；臣伐君；忠义；天命,权斗；孝义,历史演义；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一折,整理本,一末；三生；六外；七小,周武王（七小）；姜子牙（一末）；伯夷（六外）；叔齐（三生）,伯夷；叔齐；周武王；姜子牙,西皮,慢西皮；西皮摇板,引；诗,伯夷和叔齐隐居首阳山，听闻周武王兴兵伐纣，认为臣伐君不义，下山拦马阻谏。周武王犹豫，但姜子牙细数纣王罪状并提及先王遗诏，武王决意出兵。伯夷、叔齐劝阻无效，返回首阳山。,文件夹: 商周 | 页数: 10
hanju_0131,浣纱河.pdf,浣纱河,,伍子胥系列,是,春秋,界河；沙河,逃难；投水明志；报恩,权斗；孝义,历史演义；民间传说,汉剧传统剧本“列国戏”《伍子胥》系列故事之一折,整理本,三生；五丑；四旦,伍员（三生）；渔翁（五丑）；马玉娥（四旦）,伍员,西皮,一字板；摇板；散板,引；诗；念；赞子,伍员（伍子胥）逃出昭关后，途经界河，得渔翁相助渡河。伍员因担心追兵询问时渔翁走漏行踪，折返嘱咐，渔翁受辱投水而亡。伍员行至沙河，遇浣纱女马玉娥，求得一餐。临别再三叮嘱不可泄露消息，马玉娥为明心迹亦投水自尽。伍员感念二人恩义，誓言日后兴兵报恩。,文件夹: 商周 | 页数: 8
hanju_0132,清河桥.pdf,清河桥,,,是,春秋,郢都；清河桥,平叛；比箭；招贤,征战；权斗；求贤,历史演义,汉剧传统剧本“列国戏”之一折,整理本,三生；二净；十杂；七小,楚庄王（三生）；斗越椒（二净）；斗贲皇（十杂）；养由基（七小）,楚庄王；养由基；斗越椒,西皮,垛子；一字；摇板；慢西皮；一字板,念；叫头,春秋时，楚庄王平定陆浑之乱后班师，佞臣斗越椒趁机杀死司马艻贾，夺印造反，并挡住庄王归路。庄王亲战不敌，出榜招贤。勇士养由基应征，屡败叛军。斗越椒约养由基至清河桥比箭，反被养由基射死，叛乱遂平。,文件夹: 商周 | 页数: 16
hanju_0133,渭水河.pdf,渭水河,文王访贤,封神榜,是,商末,西岐；渭水河,求贤访才；垂钓遇主；拜帅封神,求贤,历史演义；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一,整理本,三生；一末；五丑；十杂,姬昌（三生）；散宜生（三生）；姜子牙（一末）；清风（五丑）；明月（十杂）；武吉（五丑）,姬昌；姜子牙,二黄；西皮,三眼；二流；垛子；导板；慢西皮；摇板；快板；撩子,引；诗；念；赞子,周文王姬昌夜梦飞熊入帐，散宜生圆梦为郊外射猎可遇贤臣。姬昌率众出猎，先后遇清风、明月，二人所唱之歌皆出自渭水钓叟。后遇樵夫武吉，得知其因姜子牙指点而避过死劫。姬昌闻姜子牙道号飞熊，正应梦兆，遂命武吉引路至渭水河边。见姜子牙直钩垂钓，姬昌礼贤下士，请其出山。姜子牙感其诚，随归营中。姬昌命筑台拜印，姜子牙登台拜帅，共议伐纣大计。,文件夹: 商周 | 页数: 12
hanju_0134,湘江会.pdf,湘江会,,钟无盐,是,战国,湘江,赴会；护驾；比箭；射杀,权斗；征战,历史演义；戏曲传统,汉剧传统剧本“列国戏”《钟无盐》,整理本,五丑；跷旦；七小；一末；十杂；六外,齐宣王（五丑）；钟无盐（跷旦）；田伦（七小）；管氏（跷旦）；魏王（一末）；吴起（十杂）；孙操（六外）；姬燕（十杂）,钟无盐；齐宣王,西皮,快板；摇板；导板；慢板；一字板；垛子,引；诗；念；叫头,魏王设宴湘江，邀齐宣王赴会，暗伏吴起等欲害齐王。齐后钟无盐识破计谋，决意陪宣王赴会。席间，钟无盐与吴起比箭，先射死魏王，后与吴起激战，保护宣王脱险。,文件夹: 商周 | 页数: 14
hanju_0135,火烧琵琶精.pdf,火烧琵琶精,,封神榜,是,商代,朝歌,除妖；斩妖；宫斗,神魔；权斗,古典文学；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一折,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,姜子牙（一末）；琵琶精（八贴）；地保（五丑）；比干（一末）；纣王（二净）；妲己（八贴）,姜子牙；琵琶精；妲己,西皮,慢板；摇板；小导板,引；诗；念；叫头,姜子牙在朝歌城开卦铺，琵琶精前来问卦，子牙识破其为妖精，将其打倒并用符压住。地保见状报官，恰逢比干路过，子牙被带上殿面见纣王。子牙当殿用火烧琵琶精，现出原形，并奏称宫中有妖，献坤木剑除妖。妲己见琵琶精被烧，怀恨在心，假装患病向纣王进谗，欲害子牙，子牙遁去。,文件夹: 商周 | 页数: 10
hanju_0136,焚绵山.pdf,焚绵山,,,是,春秋时代,绵山,割股之功；耻于求赏；隐居绵山；火烧绵山,孝义；求贤；讽世,历史演义；民间传说,汉剧'列国戏'之一折,整理本,一末；三生；九夫；十杂；六外,介子推（三生）；解张（一末）；介母（九夫）；晋文公（三生）；魏犨（十杂）；颠颉（六外）,介子推,西皮,慢板；导板,引；诗；念；叫头,春秋时，晋公子重耳流亡十九年后回国为君，大封从亡诸臣，唯独介子推因鄙薄他人居功，未随班受赏，甘守清贫。邻人解张劝其回朝请赏，介子推耻于求赏，遂偕母隐居绵山。重耳得知后亲往绵山访寻，介子推避而不见。重耳命火烧绵山，欲逼其出，介子推宁死不出，与母同被烧死。,文件夹: 商周 | 页数: 10
hanju_0137,牛脾山.pdf,牛脾山,掘地见母；孝感天,,是,春秋,郑国；颍谷；京城；荥阳；牛脾山,母子反目；掘地见母；孝道感化,孝义；权斗,历史演义；古典文学,《左传》；《东周列国志》第四回,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,颖考叔（一末）；姜氏（九夫）；太叔段（七小）；寤生（三生）；祭足（六外）；公子吕（二净）,寤生；颖考叔；姜氏,西皮,导板；一字板,引；诗；念；叫头,郑武公去世，长子寤生即位为庄公。母姜氏偏爱次子太叔段，逼庄公分封京城。太叔段招兵买马欲夺位，庄公假意朝周，实则部署兵力。姜氏修书促太叔段起兵，被公子吕截获。庄公亲征，太叔段兵败自杀。姜氏责庄公杀弟，母子反目，庄公发誓不及黄泉不相见。颍考叔以枭鸟讽谏，并献计掘地见母，终使母子团聚。,文件夹: 商周 | 页数: 32
hanju_0138,王翦探营.pdf,王翦探营,,,是,战国,秦营；燕国边境,巡营；行刺；锦囊计；败走赵国,征战；权斗,历史演义；戏曲传统,汉剧传统剧本“列国戏”系列,整理本,二净；十杂,王翦（二净）；袁达（十杂）,王翦；袁达,二黄,导板；二流；摇板；二流原板；马蹄调；二黄三眼,诗；叫头,秦王命王翦伐燕，王翦部署方定，亲自巡营，谨防燕国偷袭。燕国派遣袁达行刺，袁达潜入秦营，见王翦熟睡，欲下毒手，却叫醒王翦，二人交战。袁达不敌，依师父孙百灵锦囊计，逃往赵国，王翦亦不追赶，收兵回营。,文件夹: 商周 | 页数: 6
hanju_0139,碧游宫.pdf,碧游宫,,封神榜,是,商周,佳梦关；碧游宫,封神斗法；报仇雪恨；请罪求饶,征战；神魔；复仇,古典文学；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一折,整理本,一末；二净；三生；四旦；五丑；六外；七小；八贴；九夫；十杂,胡升（六外）；胡雷（十杂）；洪锦（七小）；哪吒（五丑）；木吒（四旦）；金吒（七小）；姜子牙（一末）；龙吉公主（四旦）；火灵圣母（跷旦）；广成子（三生）；申公豹（二净）；惧留孙（五丑）；庞文（六外）,姜子牙；广成子,西皮,慢西皮；西皮散板；西皮一字板,念；诗；引；赞子,姜子牙率周营众将攻打佳梦关，守将胡升命其弟胡雷出战。胡雷三次被擒，因其九命之身屡斩不死，后被龙吉公主用定海神针杀死。胡雷之师火灵圣母下山报仇，被广成子用翻天印照出原形，乃通天教主（庞文）头上一顶金冠所化。广成子前往碧游宫请罪，通天教主宽恕，但众门徒阻拦，龟灵圣母三番阻拦，被广成子打现原形。广成子嘲笑碧游宫俱是披毛戴角之辈，通天教主大怒，摆下诛仙阵。,文件夹: 商周 | 页数: 20
hanju_0140,穷途吟.pdf,穷途吟,,,是,周代,南阳邺县,穷途末路；隐士劝世；求仕不得,求贤；讽世,历史演义；古典文学,汉剧传统剧本“列国戏”,整理本,一末；二净；七小,荷筱丈人（一末）；仲由（二净）；二子（七小）,仲由,西皮；二黄,慢西皮；二黄；摇板,引；诗,子路跟随孔子周游列国，渴望谋得一官半职，却受尽奔波之苦。一日，子路走错路，与孔子失散，路遇隐士荷筱丈人，受邀借宿其家。荷筱丈人辞官隐居，躬耕自乐，与子路论及天下乱世，劝其安分守己。子路深夜难眠，回想追随孔子以来的种种遭遇，感叹不已。次日清晨，子路辞别荷筱丈人，继续寻找孔子。,文件夹: 商周 | 页数: 8
hanju_0141,草场会.pdf,草场会,,钟无盐,是,战国,草场；葭萌关,联合伐齐；争帅印；擒将,征战；权斗,历史演义；戏曲传统,汉剧传统剧本“列国戏”《钟无盐》之一折,整理本,一末；六外；七小；八贴；十杂,吴起（十杂）；孙操（一末）；廉颇（六外）；姬燕（十杂）；田伦（七小）；管氏（八贴）,吴起；田伦；管氏,二黄；西皮,慢板；二流；倒板；摇板；散板,引；诗；念；叫头,齐后钟无盐施术诈死后，吴起趁机联合姬燕、廉颇、孙操在草场聚会，共商伐齐大计。吴起被推为元帅，率军攻打葭萌关。齐将田伦与管氏出战，不敌吴起大军，双双被擒，齐国大败。,文件夹: 商周 | 页数: 12
hanju_0142,莲台收妃.pdf,莲台收妃,,莲台山,是,周代,莲台山；庆阳落凤桥；皇宫,游猎遇妃；开弓退敌；比武招亲,征战；权斗；求贤,历史演义；民间传说,汉剧传统剧本“列国戏”全本《莲台山》,整理本,三生；八贴；一末；七小；十杂,周穆王（三生）；苏银庄（八贴）；刘荣（一末）；刘玉（七小）；亚里寿（十杂）,周穆王；苏银庄,西皮,散西皮；西皮导板；西皮小导板；慢西皮；西皮慢垛子；西皮摇板；一字板；西皮一字板,引；诗；念；叫头,周穆王游猎莲台山，遇带发修行的苏银庄，见其貌美，收为正宫皇后。北海国大将亚里寿携铁胎宝弓前来，扬言若周室无人能开弓，便不再朝贡。满朝文武无人能开，穆王忧心。苏银庄得知后，在御花园比武中扭断铁弓，并斩杀亚里寿，保住了周室尊严。,文件夹: 商周 | 页数: 22
hanju_0143,豫让吞炭.pdf,豫让吞炭,豫让桥,,否,战国,晋国；晋阳,士为知己者死；舍身报仇；漆身吞炭；忠义,复仇；权斗；孝义,历史演义；古典文学,故事源于《战国策·赵策一》《史记·刺客列传》；该题材最早见于元代杨梓创作的杂剧《忠义士豫让吞炭》,整理本,十杂；三生；二净；五丑；七小；一末；六外；九夫；四旦,智瑶（十杂）；豫让（三生）；韩虎（二净）；魏驹（五丑）；赵无卹（七小）；张孟谈（一末）；智国（六外）；豫让母（九夫）；豫让妻（四旦）,豫让,西皮,一字板；导板；摇板,引；诗；念；叫头,春秋末期，晋国智伯瑶（智瑶）因赵无卹不献蔡、皋狼之地，联合韩虎、魏驹攻打晋阳。豫让曾劝谏智伯勿恃强，智伯不听。后韩、魏反水，决堤淹智营，智伯自刎。豫让为报知遇之恩，漆身吞炭，两次行刺赵无卹。首次藏刃厕中被释，二次伏于桥下被擒。赵无卹感其忠义，脱下衣袍让其刺衣代仇，豫让遂伏剑自杀。,文件夹: 商周 | 页数: 28
hanju_0144,贾氏扇坟.pdf,贾氏扇坟,,蝴蝶梦（又名南华堂）,是,战国,荒郊,扇坟；守节；挑逗；得道,讽世；情爱,民间传说；戏曲传统,汉剧传统“列国戏”庄周系列故事之一,整理本,六外；八贴；九夫,庄周（六外）；贾氏（八贴）；大头鬼（九夫）,庄周；贾氏,西皮,导板；慢板；散板；慢一字,引；诗；念；哭头；叫头,庄周修行得道，偶遇新坟旁年轻寡妇贾氏用扇扇坟，欲使坟土干燥以便改嫁。庄周问明缘由，施法令大头鬼扇干坟土。贾氏大喜，反复挑逗庄周，庄周不为所动，收下白扇后离去。,文件夹: 商周 | 页数: 8
hanju_0145,越椒逼印.pdf,越椒逼印,,,否,春秋,郢都,逼印；造反；忠奸斗争,权斗；复仇,历史演义,汉剧传统剧本“列国戏”之一,整理本,二净；十杂；一末；四旦；七小,斗越椒（二净）；斗贲皇（十杂）；艻贾（一末）；夫人（四旦）；公子（七小）,斗越椒；艻贾,西皮,一字板；垛子；撩子,念；诗,楚庄王征陆浑戎未归，令尹斗越椒因被摘去兵符印信而怀恨在心，移罪于司马艻贾。越椒假意邀艻贾过府饮宴，席间强索兵符，艻贾不允。越椒与其子贲皇持枪将艻贾杀害，并率众至艻府搜走兵符印信。随后，越椒准备拦截楚军归途，欲弑庄王。,文件夹: 商周 | 页数: 12
hanju_0146,金蛟剪.pdf,金蛟剪,财神归位,,否,商周,峨眉山；三霄洞；周营；岐山,借宝斗法；封神之战；兄弟义气,征战；神魔,古典文学；民间传说,故事出自《封神演义》,整理本,一末；二净；三生；五丑；七小；十杂,赵公明（十杂）；闻仲（二净）；姜子牙（一末）；燃灯（三生）；陆压（十杂）；萧升（五丑）；曹宝（五丑）；杨戬（七小）；哪吒（七小）,赵公明；姜子牙,二黄,导板,引；诗；念；叫头；导板,赵公明受闻仲激发下山助商，与姜子牙交战。赵公明先用定海神珠取胜，后神珠被曹宝收去，遂向三霄借来金蛟剪。姜子牙得陆压相助，用桃木弓柳木箭在岐山扎草人暗射赵公明。闻仲派张公、九司盗草人未成，赵公明最终被三箭射死，归位封神。,文件夹: 商周 | 页数: 20
hanju_0147,闹朝扑.pdf,闹朝扑犬,,八义图（又名赵氏孤儿）,是,战国时代,晋国,忠奸斗争；奸臣陷害；义士救孤,权斗；复仇；孝义,历史演义；戏曲传统,传统汉剧“列国戏”,整理本,十杂；一末；二净；七小；四旦；六外；五丑；八贴,屠岸贾（十杂）；赵盾（一末）；晋侯（二净）；赵朔（七小）；德安公主（四旦）；程婴（六外）；提弥明（十杂）；韩厥（五丑）；裴豹（十杂）；范公公（一末）；春来（八贴）；獒奴（五丑）,赵盾；屠岸贾；赵朔；程婴,,,念；念·扑灯蛾；哭头；叫头,战国时，晋国奸臣屠岸贾献美女、修绛宵楼，劳民伤财，相国赵盾极力反对。屠岸贾怀恨在心，训练灵獒在朝堂上扑咬赵盾，并诬其为奸臣，将赵盾满门抄斩。赵盾之子赵朔为驸马，屠岸贾假传圣旨赐死赵朔。赵朔临终将未出世的孩子托付给义士程婴。公主生下男婴赵武，程婴借揭榜进宫，将婴儿藏于药箱，在守将韩厥的暗中帮助下带出宫去，保全了赵氏孤儿。,文件夹: 商周 | 页数: 14
hanju_0148,阴五雷.pdf,阴五雷,,,是,战国,燕国边境,斗法；破阵；神魔斗法,神魔；征战,民间传说；戏曲传统,汉剧传统剧本“列国戏”系列故事之一,整理本,七小；六外；贴末；二净；十杂；五丑；一末,燕丹王（七小）；孙膑（六外）；朝臣（贴末）；王翦（二净）；海道灵（十杂）；毛贲（十杂）；金眼猴（五丑）；太上老君（一末）；洪钧老祖（十杂）；孙燕（七小）,孙膑；王翦；金眼猴,西皮,慢西皮；西皮散板；西皮导板；西皮,引；诗；念；叫头；导板,秦国大将王翦奉师命兵吞六国，攻打燕国。燕丹王命孙膑挂帅迎战。孙膑用沉香拐打败王翦。王翦向师父海道灵求救，海道灵派弟子毛贲下山，摆下阴五雷大阵，摄走孙膑三魂七魄。危急之际，金眼猴下山相助，盗来洪钧老祖的还魂丹和李老君的太极图，将阴五雷改为阳五雷，助孙膑打败毛贲，破阵而出。,文件夹: 商周 | 页数: 20
hanju_0149,阴回朝.pdf,阴回朝,,封神榜,是,商代,深宫,托梦谏君；十大过失；阴魂不昧,权斗；神魔；讽世,古典文学；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一折,整理本,二净,纣王（二净）；闻仲（二净）,纣王；闻仲,二黄；反调,二流；二黄导板,导板,闻仲在绝龙岭丧命后，阴魂不昧。是夜，他托梦纣王，陈说战争经过，并列举纣王以往十大过失，谏劝其改过自新，以免亡国。纣王梦中惊醒，见闻仲浑身血染，感慨不已。,文件夹: 商周 | 页数: 4
hanju_0150,阴陵会母.pdf,阴陵会母,,八义图(又名赵氏孤儿),是,春秋时期,阴陵,母子相认；舍子救孤；报仇雪恨,权斗；孝义；复仇,历史演义；戏曲传统,传统汉剧“列国戏”《八义图》(又名《赵氏孤儿》)中的一折,整理本,十杂；娃娃生；四旦；六外；八贴；五丑；一末；二净,灵辄（十杂）；赵武（娃娃生）；德安公主（四旦）；程婴（六外）；程妻（八贴）；韩厥（五丑）；范公公（一末）；屠岸贾（二净）,赵武；德安公主；程婴,二黄；西皮,慢板；二流；倒板；摇板；散板,引；诗；念；叫头；哭头,赵氏孤儿赵武（化名程勃）长到16岁，在阴陵射猎时偶遇守墓的生母德安公主。公主误以为他是仇人屠岸贾之子，将其逐出。赵武又遇灵辄追杀，被范公公所救。回家后，赵武向养父程婴诉说遭遇，程婴得知公主下落，前往阴陵说明十五年前舍子救孤的真相。公主与程婴商议用《雪冤图》点醒赵武，最终母子相认，并在灵辄、韩厥等人帮助下斩杀屠岸贾，为赵氏报仇。,文件夹: 商周 | 页数: 20
hanju_0151,青石岭.pdf,青石岭,,莲台山,是,周朝,青石岭；草球关,阵前产子；降将归顺；打赌击掌,征战；权斗,历史演义；戏曲传统,汉剧传统剧本“列国戏”全本《莲台山》中的一折,整理本,三生；四旦；五丑；七小；十杂；一末；二净,周穆王（三生）；苏银庄（四旦）；贾翠屏（四旦）；贾公道（五丑）；王洪（七小）；孟喜（十杂）；李开昌（一末）；伍茂（三生）；雷天豹（七小）；崇有南（二净）,苏银庄；王洪,西皮,散西皮；西皮导板；西皮一字板；西皮摇板,诗；叫头,周朝时，北海国镇守青石岭的王洪反周，西宫贾翠屏刁唆怀孕的苏银庄出征。苏银庄带兵至青石岭，几员大将均被王洪降魔杵打死。苏银庄在阵前产下太子后，背子战败王洪，王洪降顺。苏银庄用王洪计策，又收服草球关守将孟喜。苏爱二人武艺，带回周朝重用。,文件夹: 商周 | 页数: 22
hanju_0152,首阳归位.pdf,首阳归位,,封神榜,是,商末周初,首阳山,忠君守节；不食周粟；饿死首阳；归位成仙,孝义；权斗,历史演义；民间传说,汉剧传统剧本“列国戏”《封神榜》系列故事之一,整理本,三生；六外；五丑,伯夷（六外）；叔齐（三生）；太白金星（三生）；樵子（五丑）,伯夷；叔齐,西皮；反二黄,慢西皮；西皮导板；垛子；小导板；反二黄摇板,引；诗；念；叫头,周武王伐纣灭商后，隐居首阳山的伯夷、叔齐兄弟誓不食周粟，打烂厨房锅灶，以松子清泉充饥。太白金星化作樵子点化二人，指出松子清泉亦属周有，二人遂绝食。最终冻饿而死，太白金星奉玉帝旨意度其归位成仙，尸骨葬于北海。,文件夹: 商周 | 页数: 18
hanju_0153,麦里赠金.pdf,麦里赠金,,,是,周代,南山勇县,麦里赠金；周济贫民；颂德,孝义；求贤,历史演义；戏曲传统,汉剧传统剧本“列国戏”,整理本,一末；三生；四旦；五丑；六外；七小；十杂,李平志（七小）；赵公迟（五丑）；李妻（四旦）；周公迟（一末）；迎风（十杂）；县令（三生）；家院（六外）,李平志；赵公迟,西皮,摇板；一字板；慢西皮,引；诗；念；叫头,年岁荒旱，赵公迟开仓济贫。李平志借麦粮二斗，赵欲多与，李坚持不受。赵暗藏黄金二锭于麦内赠送。李背麦回家，其妻发现黄金，急问来源。李答不出，请赵到家询问，赵佯装不知。李疑惧，二人同往见官。周公迟巡查吏治，正与县令谈论民情，闻赵、李喊冤，立即传讯。赵公迟将赠金经过详述，周公认为麦里赠金仁义可颂，分予奖励。,文件夹: 商周 | 页数: 14
hanju_0154,黄金诰.pdf,黄金诰,,,是,春秋,秦邦,赐福赠财；天降祥瑞；君清正,求贤;神魔,民间传说；戏曲传统,汉剧传统“列国戏”中的吉祥戏之一,整理本,三生；二净；七小；四旦,玉皇大帝（三生）；赐福天官（三生）；赠福财神（二净）；萧史真人（三生）；陈宝夫人（四旦）；秦穆公（三生）；白乙丙（七小）,秦穆公；赐福天官；赠福财神,西皮,摇板；导板；一字板；二流,引；诗；念；叫头,秦穆公因与晋惠公交战，龙门山一役大败，御库金银空虚。玉皇大帝见秦穆公为君清正，敕命赐福天官与赠福财神前往秦邦赠送金银。同时命萧史真人吹箫引凤，将弄玉公主引至天宫；命陈宝夫人引秦穆公阳魂上天，使其发白转少。众仙奉旨下凡，在秦穆公寿诞之日，于午门显圣，撒下金银，填满御库。秦穆公大喜，欲建庙供奉，后因身体困倦回宫安歇。,文件夹: 商周 | 页数: 10
hanju_0155,齐王昏殿.pdf,齐王昏殿,,钟无盐,是,战国,齐国,求贤；昏君误国；诈死复生,权斗；求贤,历史演义；民间传说,汉剧传统剧本“列国戏”全本《钟无盐》之一折,整理本,二净；一末；七小,齐王（二净）；晏平仲（一末）；探子（七小）,齐王；晏平仲,二黄,慢三眼；散板；二流；摇板；平板；小导板,引；诗；念；叫头,齐宣王听信谗言绞死钟无盐，无盐诈死隐居。吴起联合秦、鲁攻齐，齐王无人可用，急召辞官在家的晏平仲。晏平仲告知无盐尚在，并献上无盐留下的锦囊，暗示无盐在世。齐王醒悟，在晏平仲陪同下亲自步行前往迎请无盐挂帅退敌。,文件夹: 商周 | 页数: 10
hanju_0201,三拉堂.pdf,三拉堂,,贩马记（又名褒城狱奇双会）,是,,陕西褒城县,冤狱昭雪；姐弟重逢；合家团圆,权斗；孝义,戏曲传统,汉剧《贩马记》中的一折,整理本,七小；八贴；一末,赵宠（七小）；李桂枝（八贴）；李奇（一末）；李保童（七小）,李桂枝；赵宠；李保童；李奇,四平调,,引；诗；念；哭头,贩马商李奇被续弦杨氏与监生田旺诬陷入狱，新任褒城县令赵宠之妻李桂枝闻父冤情，女扮男装前往巡按处告状。巡按李保童正是桂枝失散之弟，姐弟相认。赵宠闯入察院，得知巡按乃妻弟。最终李保童提审李奇，父子相认，惩治恶人，合家团圆。,文件夹: 秦汉 | 页数: 11
hanju_0202,不服老.pdf,不服老,,,否,宋代,梁府,不服老；自信；科举,求贤,戏曲传统,汉剧传统剧目，现存文本源自沙市汉剧团录本,整理本,一末；三生；七小；五丑,梁灏（一末）；梁栋（三生）；梁连（七小）；董伯（五丑）,梁灏,平板,一字平板,引；诗；念,梁灏屡试不中，仍发愤读书，自信必中状元。其子梁栋中状元后为他请得官诰，梁灏执意不受。老友董伯登门相劝，梁灏坚持不受，并展示自己足力、耳力、目力均甚强健，最终说服董伯，自信今科必中。,文件夹: 秦汉 | 页数: 11
hanju_0203,写状.pdf,写状,,贩马记（又名褒城狱奇双会）,是,,褒城县,写状；冤狱；夫妻情深,权斗；情爱,戏曲传统,传统戏《贩马记》中的一折,整理本,七小；八贴,赵宠（七小）；李桂枝（八贴）,赵宠；李桂枝,二黄；四平调,摇板；倒板；四平调,引；诗；念；叫头,新任褒城县令赵宠下乡查旱回衙，见新婚妻子李桂枝神色异样，追问得知在押死囚李奇系其岳丈。李奇因续弦杨氏与田旺私通，被诬告强奸婢女春花致其自尽，屈打成招。赵宠查看招详后知李奇秋后问斩，无力平反。桂枝哀求，赵宠想起有巡按路过，便替桂枝写状。写状时夫妻调笑，赵宠教桂枝女扮男装前往察院喊冤。,文件夹: 秦汉 | 页数: 14
hanju_0204,南山捡子.pdf,南山捡子,霸王出世,楚汉争,是,秦末,南山,捡子；调笑；得子,孝义,历史演义,汉剧'两汉故事'系列,整理本,五丑；八贴,项环（五丑）；项妻（八贴）,项环；项妻,西皮,摇板；数板；垛子,念；叫头,樵夫项环上山砍柴，见猛虎衔一婴孩，遂救下并带回家中。为哄骗妻子，项环谎称自己怀孕，与妻子互相调笑。最终夫妻二人为婴孩取名霸王，欢喜收场。,文件夹: 秦汉 | 页数: 9
